domain,url,change_type,fate,status_code,is_redirect,final_url,redirect_count,response_time_ms,section,checked_at,error,has_noindex,has_nofollow,h_etag,h_last_modified,h_content_length,h_content_type,h_cache_control,h_age,h_vary,h_x_robots_tag,h_link,h_x_cache,h_cf_cache_status
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-eyeglasses-and-contacts,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-eyeglasses-and-contacts,1,1220,,2025-12-10T03:45:10.678119+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-ozempic,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-ozempic,1,716,,2025-12-10T03:45:14.718252+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-incontinence-supplies,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-incontinence-supplies,1,717,,2025-12-10T03:45:17.614115+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-the-shingles-vaccine,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-the-shingles-vaccine,1,780,,2025-12-10T03:45:20.091307+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-ambulance-services,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-ambulance-services,1,802,,2025-12-10T03:45:23.055115+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-dental-implants,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-dental-implants,1,856,,2025-12-10T03:45:25.526468+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-inspire,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-inspire,1,924,,2025-12-10T03:45:29.031690+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-prescription-drugs,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-prescription-drugs,1,780,,2025-12-10T03:45:32.220097+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-mammograms,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-mammograms,1,744,,2025-12-10T03:45:34.219778+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-transportation,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-transportation,1,724,,2025-12-10T03:45:37.125285+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-rsv-vaccine,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-rsv-vaccine,1,755,,2025-12-10T03:45:40.803174+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-cataract-surgery,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-cataract-surgery,1,768,,2025-12-10T03:45:43.269920+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-eye-exams,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-eye-exams,1,901,,2025-12-10T03:45:46.105319+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-hospital-stays,removed,forbidden,403,False,,0,59,,2025-12-10T03:45:49.101215+00:00,,False,False,,,,text/html; charset=UTF-8,"private, max-age=0, no-store, no-cache, must-revalidate, post-check=0, pre-check=0",,Accept-Encoding,,,,
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-dental,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-dental,1,858,,2025-12-10T03:45:50.471282+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-cancer-treatment,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-cancer-treatment,1,861,,2025-12-10T03:45:52.715339+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/esrd-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/esrd-medicare,1,827,,2025-12-10T03:45:55.068153+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-hearing-aids,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-hearing-aids,1,975,,2025-12-10T03:45:57.120085+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-mental-health-services,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-mental-health-services,1,960,,2025-12-10T03:46:00.236462+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-assisted-living,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-assisted-living,1,854,,2025-12-10T03:46:02.564847+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-annual-physicals,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-annual-physicals,1,680,,2025-12-10T03:46:04.973292+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-travel,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-travel,1,864,,2025-12-10T03:46:08.311871+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-knee-replacement-surgery,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-knee-replacement-surgery,1,798,,2025-12-10T03:46:11.383580+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-home-health-care,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-home-health-care,1,841,,2025-12-10T03:46:15.168541+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-medical-marijuana,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-medical-marijuana,1,799,,2025-12-10T03:46:18.690959+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
