domain,url,change_type,fate,status_code,is_redirect,final_url,redirect_count,response_time_ms,section,checked_at,error,has_noindex,has_nofollow,h_etag,h_last_modified,h_content_length,h_content_type,h_cache_control,h_age,h_vary,h_x_robots_tag,h_link,h_x_cache,h_cf_cache_status
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/what-is-medigap-plan-c,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/what-is-medigap-plan-c,1,928,,2025-12-10T10:30:40.551559+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/mortgages/gas-vs-electric-water-heater,removed,live,200,True,https://www.nerdwallet.com/home-ownership/home-improvement/learn/gas-vs-electric-water-heater,1,862,,2025-12-10T10:30:45.109867+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/mortgages/what-not-to-move,removed,live,200,True,https://www.nerdwallet.com/home-ownership/moving/learn/what-not-to-move,1,767,,2025-12-10T10:30:48.690327+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-rsv-vaccine,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-rsv-vaccine,1,964,,2025-12-10T10:30:52.770596+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-cataract-surgery,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-cataract-surgery,1,932,,2025-12-10T10:30:54.584365+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-mental-health-services,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-mental-health-services,1,893,,2025-12-10T10:31:00.258365+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/mortgages/selling-your-home/property-line-home-selling-lessons,removed,live,200,True,https://www.nerdwallet.com/mortgages/news/property-line-home-selling-lessons,1,593,,2025-12-10T10:31:02.712765+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/mortgages/relief-data-coronavirus,removed,live,200,True,https://www.nerdwallet.com/mortgages/studies/relief-data-coronavirus,1,794,,2025-12-10T10:31:04.714992+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/working-past-65,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/working-past-65,1,723,,2025-12-10T10:31:07.040673+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-dental,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-dental,1,822,,2025-12-10T10:31:10.264555+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/does-medicare-cover-travel,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/does-medicare-cover-travel,1,793,,2025-12-10T10:31:14.840003+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/what-is-a-medicare-advantage-plan,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/what-is-a-medicare-advantage-plan,1,781,,2025-12-10T10:31:19.836594+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
