sitemap_url,domain,sitemap_type,url_count,content_hash,content_length,fetched_at
https://www.nerdwallet.com/blog/wp-sitemap.xml,nerdwallet.com,sitemapindex,107,65349016ff035a3fe88c8daad26f5d9141b0a38cd6b8d61cdd47c0b8c22f1b00,10460,2025-12-10T04:12:30.855079+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-auto-loan-pages-1.xml,nerdwallet.com,urlset,33,3c01e01cc710c0b3bdd40f21eef6f0ef4c546c861fa3b03a2a43894b0d0cfbfc,4636,2025-12-10T04:12:32.637751+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-1.xml,nerdwallet.com,urlset,100,2ae319a6fc54d9927eb22af419f7df3d0f805aa64c3b83d002604fe30698ae48,14426,2025-12-10T04:12:34.242445+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-2.xml,nerdwallet.com,urlset,100,97ee7195b913b875ef81798ef29d54ca10007983794b24d37bd4e2e53b680a33,14566,2025-12-10T04:12:37.055052+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-3.xml,nerdwallet.com,urlset,100,3a79a86c85daa3d0ce1f3787a33917b9df54b5a5a580a74984232060b72fa56f,14872,2025-12-10T04:12:39.047450+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-4.xml,nerdwallet.com,urlset,100,f4decd84358f3e8410e18bb266c231c6eee90e90c4a7fc9253d81dd6ecd5d4f2,14829,2025-12-10T04:12:41.278308+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-5.xml,nerdwallet.com,urlset,100,4005e39bd9cc66e75c3faa9a5e947d364949338aea245df9184d07e2a36a83e8,14446,2025-12-10T04:12:43.272510+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-6.xml,nerdwallet.com,urlset,100,94f6d5039cb7a8d50b6f24ea681e7117cf4b16d0fc2c9a311b620f740c8ec19f,14545,2025-12-10T04:12:45.345092+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-7.xml,nerdwallet.com,urlset,100,5ed01bdf5ff2b3c1102d878791b50b6c3d86487d2b112f338b88007185c2814c,14718,2025-12-10T04:12:47.476186+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-8.xml,nerdwallet.com,urlset,100,7acf683013799c8cbd3937e3db742e7bf706e853eb62efa32ae7bdb259b0b0ea,14533,2025-12-10T04:12:47.597302+00:00
