sitemap_url,domain,sitemap_type,url_count,content_hash,content_length,fetched_at
https://www.nerdwallet.com/blog/wp-sitemap.xml,nerdwallet.com,sitemapindex,0,d68625edc94698e1dc3a819f3c2b40341399ada8263750f904743d9203060c0d,10553,2025-12-10T22:44:30.551960+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-auto-loan-pages-1.xml,nerdwallet.com,urlset,0,3c01e01cc710c0b3bdd40f21eef6f0ef4c546c861fa3b03a2a43894b0d0cfbfc,4636,2025-12-10T22:44:33.659672+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-1.xml,nerdwallet.com,urlset,0,104bd5d29a145981a540de8f06534d8cccba15e1dde24897b6140e6074f803c6,14426,2025-12-10T22:44:36.347258+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-2.xml,nerdwallet.com,urlset,0,ee1ed433b9afdf2117c9735849c6783b1ac3a46130817697cd2c70b04c1ddf71,14566,2025-12-10T22:44:39.618007+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-3.xml,nerdwallet.com,urlset,0,3a79a86c85daa3d0ce1f3787a33917b9df54b5a5a580a74984232060b72fa56f,14872,2025-12-10T22:44:45.980779+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-4.xml,nerdwallet.com,urlset,0,096b2e69617e4be4b1e2661aa84df20a61117a178d9d73c639f2f82708b259c1,14829,2025-12-10T22:44:51.744091+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-5.xml,nerdwallet.com,urlset,0,270643420f95b0b41f9290284be0ebe4504e24a9fe392c08963a8289919b8c8b,14446,2025-12-10T22:44:55.711209+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-6.xml,nerdwallet.com,urlset,0,01011be47733c4eec2938d3c120b33f018b56c75ab1744b30991811328f8b90e,14545,2025-12-10T22:44:59.260083+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-7.xml,nerdwallet.com,urlset,0,5ed01bdf5ff2b3c1102d878791b50b6c3d86487d2b112f338b88007185c2814c,14718,2025-12-10T22:45:04.670732+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-8.xml,nerdwallet.com,urlset,0,d867537f808361b3dc17e9205747ddf8b756a19f978855774f384c6962668776,14533,2025-12-10T22:45:12.688452+00:00
https://www.nerdwallet.com/blog/wp-sitemap-posts-articles-9.xml,nerdwallet.com,urlset,0,2a4af3e6c328ee9ae93f0bb43636e0e6012964cba12d75c31dbfb0796bd84043,14509,2025-12-10T22:45:24.259750+00:00
